57294.4087,29986.8972,293.2953
57294.4889,29987.0604,293.3252
57294.4896,29986.6592,293.2414
57294.5203,29987.2312,293.3186
57294.5698,29986.8224,293.2714
57294.6005,29987.3945,293.3485
57294.6500,29986.9857,293.3013
57294.6651,29986.6276,293.2588
57294.6663,29987.5146,293.3372
57294.6879,29987.1569,293.3376
57294.7308,29986.7477,293.2475
57294.7477,29987.7201,293.3225
57294.7615,29987.3197,293.3246
57294.7688,29986.9190,293.2838
57294.8135,29987.8402,293.3112
57294.8261,29986.5529,293.2349
57294.8352,29987.4825,293.3116
57294.8449,29988.0110,293.3045
57294.8490,29987.0822,293.3137
57294.9063,29986.7161,293.2649
57294.9069,29986.3149,293.1811
57294.9088,29987.6453,293.2986
57294.9185,29988.1737,293.2915
57294.9292,29987.2455,293.3437
57294.9364,29986.8447,293.3028
57294.9824,29987.8081,293.2856
57294.9871,29986.4782,293.2110
57294.9921,29988.3365,293.2785
57295.0028,29987.4083,293.3307
57295.0100,29987.0075,293.2898
57295.0138,29987.9789,293.2790
57295.0673,29986.6414,293.2410
57295.0746,29986.2407,293.2002
57295.0764,29987.5711,293.3177
57295.0795,29988.0990,293.2676
57295.0902,29987.1707,293.3198
57295.0975,29986.7700,293.2790
57295.1078,29987.7419,293.3111
57295.1531,29988.2618,293.2546
57295.1548,29986.4039,293.2301
57295.1638,29987.3335,293.3068
57295.1776,29986.9332,293.3089
57295.1814,29987.9047,293.2980
57295.1927,29986.5752,293.2664
57295.1952,29987.5043,293.3002
57295.2267,29988.4246,293.2416
57295.2356,29986.1659,293.1763
57295.2513,29987.0960,293.2959
57295.2550,29988.0674,293.2850
57295.2663,29986.7379,293.2534
57295.2688,29987.6671,293.2872
57295.2892,29987.2673,293.3322
57295.3069,29988.5879,293.2716
57295.3158,29986.3292,293.2062
57295.3230,29985.9284,293.1654
57295.3286,29988.2302,293.2720
57295.3383,29988.7587,293.2650
57295.3424,29987.8299,293.2742
57295.3465,29986.9012,293.2834
57295.3538,29986.5004,293.2425
57295.3628,29987.4301,293.3192
57295.3944,29988.3503,293.2607
57295.4111,29986.1344,293.1937
57295.4160,29987.9927,293.2612
57295.4189,29987.0217,293.3149
57295.4258,29988.5211,293.2541
57295.4299,29987.5924,293.2633
57295.4340,29986.6637,293.2725
57295.4412,29986.2629,293.2316
57295.4581,29987.2352,293.3067
57295.4896,29988.1555,293.2482
57295.4919,29985.8964,293.1398
57295.4994,29988.6839,293.2411
57295.5035,29987.7552,293.2503
57295.5076,29986.8265,293.2595
57295.5214,29986.4262,293.2616
57295.5239,29987.3553,293.2953
57295.5633,29988.3183,293.2351
57295.5721,29986.0596,293.1698
57295.5771,29987.9180,293.2373
57295.5796,29988.8472,293.2710
57295.5868,29988.4464,293.2302
57295.5878,29986.9897,293.2894
57295.5950,29986.5890,293.2486
57295.5975,29987.5181,293.2823
57295.6101,29986.2309,293.2061
57295.6192,29987.1605,293.2828
57295.6507,29988.0808,293.2243
57295.6532,29989.0100,293.2580
57295.6596,29985.8221,293.1589
57295.6670,29988.6097,293.2601
57295.6711,29987.6809,293.2693
57295.6752,29986.7522,293.2785
57295.6887,29988.2520,293.2606
57295.6903,29986.3941,293.2360
57295.6928,29987.3233,293.2698
57295.7066,29986.9230,293.2719
57295.7332,29985.9849,293.1459
57295.7404,29985.5841,293.1050
57295.7406,29988.7725,293.2471
57295.7447,29987.8437,293.2563
57295.7585,29987.4434,293.2584
57295.7623,29988.4148,293.2476
57295.7626,29986.5147,293.2676
57295.7711,29986.1562,293.1822
57295.7761,29988.0145,293.2497
57295.7786,29988.9437,293.2834
57295.7868,29987.0862,293.3018
57295.8206,29985.7474,293.1350
57295.8321,29987.6062,293.2454
57295.8359,29988.5776,293.2346
57295.8362,29986.6775,293.2546
57295.8497,29988.1773,293.2367
57295.8513,29986.3194,293.2121
57295.8522,29989.1065,293.2704
57295.8538,29987.2486,293.2459
57295.8586,29985.9186,293.1713
57295.8742,29986.8487,293.2909
57295.9057,29987.7690,293.2324
57295.9080,29985.5099,293.1241
57295.9082,29988.6982,293.2662
57295.9274,29987.4114,293.2329
57295.9299,29988.3406,293.2666
57295.9315,29986.4827,293.2421
57295.9324,29989.2697,293.3004
57295.9388,29986.0819,293.2013
57295.9437,29987.9403,293.2687
57295.9462,29988.8694,293.3025
57295.9478,29987.0115,293.2779
57295.9616,29986.6112,293.2801
57295.9882,29985.6731,293.1540
57296.0035,29988.5034,293.2536
57296.0060,29989.4325,293.2874
57296.0076,29987.5746,293.2628
57296.0173,29988.1030,293.2557
57296.0190,29986.2451,293.2312
57296.0196,29985.8439,293.1474
57296.0198,29989.0322,293.2895
57296.0214,29987.1743,293.2649
57296.0311,29987.7027,293.2579
57296.0353,29986.7740,293.2671
57296.0415,29988.6746,293.2900
57296.0503,29986.4159,293.2246
57296.0757,29985.4356,293.1432
57296.0862,29989.5958,293.3173
57296.0909,29988.2658,293.2427
57296.0934,29989.1950,293.2765
57296.0950,29987.3371,293.2519
57296.0998,29986.0072,293.1774
57296.1048,29987.8655,293.2449
57296.1072,29988.7947,293.2786
57296.1089,29986.9368,293.2541
57296.1136,29985.6068,293.1795
57296.1264,29987.5079,293.2453
57296.1305,29986.5792,293.2545
57296.1711,29988.4291,293.2727
57296.1736,29989.3583,293.3064
57296.1784,29988.0283,293.2319
57296.1800,29986.1704,293.2073
57296.1825,29987.0996,293.2410
