57350.1878,29951.0889,291.9823
57350.1941,29952.9895,292.0052
57350.1992,29949.7594,291.9507
57350.2031,29953.9191,292.0819
57350.2054,29951.66,291.9736
57350.2079,29952.5892,292.0074
57350.2095,29950.7313,291.9828
57350.217,29953.5188,292.084
57350.2192,29951.2597,291.9757
57350.2194,29954.448,292.1178
57350.2233,29950.331,291.9849
57350.2639,29952.1809,292.0031
57350.2728,29949.9222,291.9377
57350.2743,29953.1528,292.0352
57350.2767,29954.0819,292.0689
57350.279,29951.8228,291.9606
57350.2815,29952.752,291.9944
57350.2831,29950.8941,291.9698
57350.2906,29953.6816,292.071
57350.293,29954.6108,292.1048
57350.2953,29952.3517,291.9965
57350.2969,29950.4938,291.9719
57350.2978,29953.2809,292.0302
57350.2994,29951.4229,292.0057
57350.3108,29950.0934,291.974
57350.3147,29954.2532,292.1053
57350.3259,29949.7354,291.9315
57350.3567,29951.0569,291.9568
57350.3592,29951.9861,291.9905
57350.3617,29952.9152,292.0243
57350.3689,29952.5145,291.9835
57350.3706,29950.6566,291.9589
57350.3708,29953.8449,292.101
57350.373,29951.5857,291.9927
57350.378,29953.4441,292.0602
57350.3805,29954.3733,292.0939
57350.3844,29950.2562,291.961
57350.3869,29951.1854,291.9948
57350.3906,29952.1569,291.9839
57350.4021,29954.0157,292.0944
57350.4061,29949.8986,291.9615
57350.4353,29953.078,292.0113
57350.4466,29951.7485,291.9797
57350.4491,29952.6777,292.0134
57350.4508,29950.8198,291.9888
57350.4541,29954.5361,292.0809
57350.4582,29953.6074,292.0901
57350.4605,29951.3482,291.9818
57350.4629,29952.2774,292.0155
57350.4646,29950.4195,291.991
57350.4718,29950.0187,291.9501
57350.4733,29953.2493,292.0476
57350.4757,29954.1785,292.0814
57350.478,29951.9193,291.973
57350.4821,29950.9906,291.9822
57350.5227,29952.8405,292.0004
57350.5318,29953.7701,292.0771
57350.5341,29951.511,291.9688
57350.5366,29952.4402,292.0025
57350.5382,29950.5823,291.978
57350.5494,29954.3413,292.0684
57350.552,29950.182,291.9801
57350.5535,29953.4125,292.0776
57350.5557,29951.1534,291.9692
57350.5582,29952.0826,292.003
57350.5607,29953.0118,292.0367
57350.5632,29953.9409,292.0705
57350.5671,29949.8239,291.9376
57350.572,29951.6823,292.0051
57350.6118,29950.7451,291.965
57350.6167,29952.6034,292.0325
57350.6192,29953.5326,292.0662
57350.6215,29951.2735,291.9579
57350.6256,29950.3448,291.9671
57350.6296,29954.5045,292.0983
57350.6318,29952.2454,291.99
57350.6409,29953.175,292.0667
57350.6432,29950.9159,291.9583
57350.6434,29954.1042,292.1004
57350.6457,29951.8451,291.9921
57350.6473,29949.9871,291.9675
57350.6481,29952.7742,292.0258
57350.6572,29953.7039,292.1025
57350.6953,29954.6246,292.0869
57350.6992,29950.5076,291.9541
57350.7017,29951.4367,291.9878
57350.712,29952.4086,292.0199
57350.7145,29953.3378,292.0537
57350.717,29954.267,292.0874
57350.7193,29952.0079,291.9791
57350.7209,29950.1499,291.9545
57350.7217,29952.937,292.0128
57350.7234,29951.0791,291.9883
57350.7308,29953.8667,292.0895
57350.7331,29951.6075,291.9812
57350.7347,29949.7496,291.9566
57350.7372,29950.6788,291.9904
57350.7856,29952.5714,292.0069
57350.7906,29954.4298,292.0744
57350.7932,29950.2705,291.9861
57350.7947,29953.5011,292.0836
57350.797,29951.2419,291.9753
57350.7995,29952.1711,292.009
57350.8019,29953.1003,292.0428
57350.8044,29954.0295,292.0765
57350.8067,29951.7703,291.9682
57350.8083,29949.9124,291.9436
57350.8108,29950.8416,291.9774
57350.8158,29952.7,292.0449
57350.8182,29953.6292,292.0786
57350.8205,29951.37,291.9703
57350.8246,29950.4413,291.9795
57350.8642,29954.5926,292.0614
57350.8731,29952.3339,291.996
57350.878,29954.1923,292.0635
57350.8821,29953.2635,292.0727
57350.8844,29951.0044,291.9644
57350.8869,29951.9336,291.9981
57350.8885,29950.0757,291.9736
57350.8894,29952.8628,292.0319
57350.8982,29950.6041,291.9665
57350.8984,29953.7924,292.1086
57350.9007,29951.5333,292.0003
57350.911,29952.5052,292.0323
57350.9135,29953.4343,292.0661
57350.9199,29950.2465,291.967
57350.958,29951.1672,291.9514
57350.9582,29954.3555,292.0935
57350.9605,29952.0964,291.9851
57350.963,29953.0256,292.0189
57350.9718,29950.7669,291.9535
57350.972,29953.9552,292.0956
57350.9743,29951.6961,291.9872
57350.976,29949.8381,291.9627
57350.9846,29952.6679,292.0193
57350.9896,29954.5263,292.0868
57350.9935,29950.4093,291.954
57350.9937,29953.5976,292.096
57350.996,29951.3384,291.9877
57350.9985,29952.2676,292.0215
57351.0073,29950.009,291.9561
57351.0432,29953.1888,292.0488
57351.0455,29950.9297,291.9405
57351.0456,29954.118,292.0826
57351.0504,29952.788,292.008
57351.0545,29951.8593,292.0172
57351.0595,29953.7177,292.0847
57351.0618,29951.4585,291.9764
57351.0721,29952.4304,292.0085
57351.0737,29950.5725,291.9839
57351.077,29954.2888,292.076
57351.0811,29953.3601,292.0851
57351.0834,29951.1009,291.9768
57351.0859,29952.0301,292.0106
57351.0875,29950.1722,291.986
57351.0948,29949.7714,291.9452
57351.1306,29952.9513,292.0379
57351.1331,29953.8805,292.0717
57351.1395,29950.6926,291.9726
57351.1419,29951.6218,292.0063
57351.1506,29954.4516,292.0629
57351.1523,29952.5937,292.0384
57351.1548,29953.5229,292.0721
57351.157,29951.2637,291.9638
57351.1595,29952.1929,291.9976
57351.1611,29950.335,291.973
57351.1686,29953.1225,292.0743
57351.1733,29951.7926,291.9997
57351.175,29949.9347,291.9751
57351.2067,29954.0433,292.0587
57351.2131,29950.8554,291.9595
57351.2243,29954.6144,292.0499
57351.2259,29952.7565,292.0254
57351.2284,29953.6856,292.0591
57351.2347,29950.4978,291.96
57351.2372,29951.427,291.9938
57351.2397,29952.3562,292.0275
57351.2422,29953.2853,292.0613
57351.2445,29951.0262,291.9529
57351.2447,29954.2145,292.095
57351.2469,29951.9554,291.9867
57351.2486,29950.0975,291.9621
57351.302,29953.8484,292.0461
57351.303,29951.5471,291.9824
57351.3046,29949.6892,291.9579
57351.3061,29952.9197,292.0553
57351.3084,29950.6606,291.947
57351.3133,29952.5189,292.0145
57351.3158,29953.4481,292.0483
57351.3183,29954.3773,292.082
57351.3247,29951.1894,291.9829
57351.3271,29952.1186,292.0166
57351.3288,29950.2607,291.9921
57351.3296,29953.0478,292.0504
57351.3319,29950.7887,291.942
57351.3334,29954.0192,292.0395
57351.341,29951.7183,292.0187
57351.3426,29949.8604,291.9942
57351.3853,29954.5397,292.0261
57351.3894,29953.6109,292.0352
57351.3935,29952.6822,292.0444
57351.3983,29951.3522,291.9699
57351.4007,29952.2814,292.0036
57351.4024,29950.4235,291.9791
57351.4032,29953.2106,292.0374
57351.4121,29950.9519,291.972
57351.4135,29954.1825,292.0695
57351.4146,29951.8811,292.0057
57351.4208,29953.7817,292.0286
57351.424,29950.0659,291.9795
57351.4249,29952.853,292.0378
57351.476,29950.5863,291.9661
57351.4785,29951.5155,291.9998
57351.4793,29954.3026,292.0581
57351.4809,29952.4447,292.0336
57351.4834,29953.3739,292.0673
57351.4857,29951.1147,291.959
57351.4898,29950.186,291.9682
57351.4944,29953.9445,292.0156
57351.496,29952.0866,291.9911
57351.4985,29953.0158,292.0248
57351.5036,29949.7857,291.9703
57351.5074,29950.7571,291.9594
57351.5504,29953.5362,292.0114
57351.5521,29951.6783,291.9868
57351.5529,29954.4654,292.0451
57351.5545,29952.6075,292.0206
57351.5634,29950.3488,291.9552
57351.5659,29951.278,291.9889
57351.5708,29953.1363,292.0564
57351.5731,29950.8772,291.9481
57351.5746,29954.1078,292.0456
57351.5762,29952.2499,292.021
57351.5818,29953.707,292.0047
57351.5859,29952.7783,292.0139
57351.5917,29949.9916,291.9986
57351.6014,29950.52,291.9915
57351.6178,29951.7984,291.9755
57351.62,29954.6277,291.9892
57351.6395,29951.4408,291.9759
57351.642,29952.3699,292.0097
57351.6445,29953.2991,292.0434
57351.6482,29954.2706,292.0326
57351.6533,29951.0405,291.978
57351.662,29953.8702,292.0347
57351.6647,29949.711,291.9464
57351.6653,29950.1544,291.9856
57351.6661,29952.9415,292.0439
57351.6709,29951.6116,291.9693
57351.675,29950.6828,291.9785
57351.6758,29953.4699,292.0368
57351.6799,29952.5412,292.046
57351.7059,29952.0043,292.0037
57351.7218,29954.4334,292.0196
57351.7269,29951.2032,291.965
57351.731,29950.2745,291.9742
57351.7356,29954.033,292.0217
57351.7373,29952.1751,291.9971
57351.7397,29953.1043,292.0309
57351.7486,29950.8456,291.9655
57351.7495,29953.6327,292.0238
57351.7527,29949.9169,291.9747
57351.7536,29952.704,292.033
57351.7624,29950.4453,291.9676
57351.7876,29954.5534,292.0082
57351.7933,29951.7668,291.9929
57351.8005,29951.366,291.952
57351.8055,29953.2244,292.0195
57351.8092,29954.1958,292.0087
57351.8175,29952.3384,292.0271
57351.8222,29951.0084,291.9525
57351.8231,29953.7955,292.0108
57351.8263,29950.0797,291.9617
57351.8272,29952.8668,292.02
57351.836,29950.6081,291.9546
57351.8369,29953.3952,292.0129
57351.8669,29951.9296,291.9798
57351.8807,29951.5293,291.982
57351.8829,29954.3586,291.9957
57351.888,29951.1285,291.9411
57351.8911,29952.5012,292.0141
57351.8999,29950.2425,291.9487
57351.9008,29953.0296,292.007
57351.9033,29953.9588,292.0407
57351.9049,29952.1009,292.0162
57351.9096,29950.7709,291.9416
57351.9105,29953.558,291.9999
57351.9121,29951.7001,291.9753
57351.9138,29949.8422,291.9508
57351.9212,29952.6297,292.052
57351.9301,29950.371,291.9867
57351.9565,29954.5214,291.9827
57351.9682,29951.2918,291.9711
57351.9744,29953.1924,291.994
57351.9769,29954.1216,292.0277
57351.9785,29952.2636,292.0032
57351.9833,29950.9337,291.9286
57351.9907,29953.7212,292.0298
57351.9923,29951.8633,292.0053
57351.9939,29950.0054,291.9807
57351.9948,29952.7925,292.039
57351.9979,29953.3205,291.989
57351.9996,29951.4626,291.9645
57352.0037,29950.5338,291.9737
57352.0165,29952.4349,292.0395
57352.0505,29954.2844,292.0147
57352.0569,29951.0965,291.9156
57352.0643,29953.884,292.0168
57352.0659,29952.0261,291.9923
57352.0676,29950.1682,291.9677
57352.0684,29952.9553,292.026
57352.0773,29950.6966,291.9606
57352.0781,29953.4837,292.019
57352.0797,29951.6258,291.9944
57352.0814,29949.7679,291.9698
57352.0901,29952.5977,292.0265
57352.0948,29951.2677,291.9519
57352.0989,29950.339,291.9611
57352.1241,29954.4471,292.0017
57352.142,29953.1181,292.013
57352.1461,29952.1894,292.0222
57352.1509,29950.8594,291.9476
57352.1517,29953.6465,292.0059
57352.1523,29954.09,292.0451
57352.1534,29951.7886,291.9814
57352.155,29949.9307,291.9568
57352.1555,29954.6179,291.9951
57352.1606,29951.3878,291.9406
57352.1624,29952.7182,292.0581
57352.1647,29950.4591,291.9498
57352.1734,29953.2889,292.0064
57352.1775,29952.3602,292.0156
57352.1864,29950.1015,291.9502
57352.2181,29954.2101,292.0338
57352.2245,29951.0222,291.9346
57352.2335,29951.9519,292.0113
57352.236,29952.881,292.0451
57352.2383,29950.6219,291.9368
57352.2408,29951.5511,291.9705
57352.2464,29953.8529,292.0772
57352.247,29953.4517,291.9934
57352.2495,29954.3809,292.0272
57352.2503,29949.7359,291.9443
57352.2559,29951.193,291.928
57352.2577,29952.5234,292.0455
57352.26,29950.2643,291.9372
57352.2649,29952.1227,292.0047
57352.2674,29953.0518,292.0385
57352.2738,29949.864,291.9393
57352.3119,29950.7847,291.9238
57352.3187,29953.9735,292.1088
57352.321,29951.7143,292.0004
57352.3231,29954.5437,292.0142
57352.3235,29952.6435,292.0342
57352.3272,29953.6149,292.0233
57352.3336,29950.4271,291.9242
57352.3361,29951.3563,291.958
57352.341,29953.2146,292.0255
57352.3451,29952.2859,292.0347
57352.3474,29950.0268,291.9263
57352.3499,29950.956,291.9601
57352.3501,29954.1443,292.1022
57352.3524,29951.8851,291.9938
57352.3548,29952.8143,292.0276
57352.4018,29951.4764,291.9466
57352.4059,29950.5476,291.9558
57352.414,29953.7787,292.0962
57352.4146,29953.3774,292.0125
57352.421,29950.1896,291.9133
57352.4235,29951.1187,291.9471
57352.4237,29954.3071,292.0891
57352.4253,29952.4492,292.0646
